plz	ort	landkreis	bundesland
56593	Bürdenbach	Landkreis Altenkirchen	Rheinland-Pfalz
33142	Büren	Kreis Paderborn	Nordrhein-Westfalen
39288	Burg	Landkreis Jerichower Land	Sachsen-Anhalt
54646	Burg	Eifelkreis Bitburg-Prüm	Rheinland-Pfalz
89331	Burgau	Landkreis Günzburg	Bayern
87545	Burgberg i.Allgäu	Landkreis Oberallgäu	Bayern
91593	Burgbernheim	Landkreis Neustadt an der Aisch-Bad Windsheim	Bayern
56659	Burgbrohl	Landkreis Ahrweiler	Rheinland-Pfalz
25712	Burg (Dithmarschen)	Kreis Dithmarschen	Schleswig-Holstein
31303	Burgdorf	Region Hannover	Niedersachsen
38272	Burgdorf	Landkreis Wolfenbüttel	Niedersachsen
96138	Burgebrach	Landkreis Bamberg	Bayern
07616	Bürgel	Saale-Holzland-Kreis	Thüringen
56332	Burgen	Landkreis Mayen-Koblenz	Rheinland-Pfalz
54472	Burgen	Landkreis Bernkastel-Wittlich	Rheinland-Pfalz
86977	Burggen	Landkreis Weilheim-Schongau	Bayern
96152	Burghaslach	Landkreis Neustadt an der Aisch-Bad Windsheim	Bayern
36151	Burghaun	Landkreis Fulda	Hessen
84489	Burghausen	Landkreis Altötting	Bayern
86666	Burgheim	Landkreis Neuburg-Schrobenhausen	Bayern
84508	Burgkirchen an der Alz	Landkreis Altötting	Bayern
96224	Burgkunstadt	Landkreis Lichtenfels	Bayern
57632	Burglahr	Landkreis Altenkirchen	Rheinland-Pfalz
97724	Burglauer	Landkreis Rhön-Grabfeld	Bayern
93133	Burglengenfeld	Landkreis Schwandorf	Bayern
56843	Burg (Mosel)	Landkreis Bernkastel-Wittlich	Rheinland-Pfalz
91595	Burgoberbach	Landkreis Ansbach	Bayern
97496	Burgpreppach	Landkreis Haßberge	Bayern
88483	Burgrieden	Landkreis Biberach	Baden-Württemberg
91790	Burgsalach	Landkreis Weißenburg-Gunzenhausen	Bayern
65558	Burgschwalbach	Rhein-Lahn-Kreis	Rheinland-Pfalz
97775	Burgsinn	Landkreis Main-Spessart	Bayern
55595	Burgsponheim	Landkreis Bad Kreuznach	Rheinland-Pfalz
03096	Burg (Spreewald)	Landkreis Spree-Neiße	Brandenburg
09217	Burgstädt	Landkreis Mittelsachsen	Sachsen
63927	Bürgstadt	Landkreis Miltenberg	Bayern
39517	Burgstall	Landkreis Börde	Sachsen-Anhalt
17094	Burg Stargard	Landkreis Mecklenburgische Seenplatte	Mecklenburg-Vorpommern
71576	Burgstetten	Rems-Murr-Kreis	Baden-Württemberg
90559	Burgthann	Landkreis Nürnberger Land	Bayern
35099	Burgwald	Landkreis Waldeck-Frankenberg	Hessen
37318	Burgwalde	Landkreis Eichsfeld	Thüringen
30938	Burgwedel	Region Hannover	Niedersachsen
96154	Burgwindheim	Landkreis Bamberg	Bayern
91596	Burk	Landkreis Ansbach	Bayern
97705	Burkardroth	Landkreis Bad Kissingen	Bayern
01906	Burkau - Porchow	Landkreis Bautzen	Sachsen
09235	Burkhardtsdorf	Erzgebirgskreis	Sachsen
72393	Burladingen	Zollernalbkreis	Baden-Württemberg
17089	Burow	Landkreis Mecklenburgische Seenplatte	Mecklenburg-Vorpommern
76835	Burrweiler	Landkreis Südliche Weinstraße	Rheinland-Pfalz
51399	Burscheid	Rheinisch-Bergischer Kreis	Nordrhein-Westfalen
68642	Bürstadt	Kreis Bergstraße	Hessen
89349	Burtenbach	Landkreis Günzburg	Bayern
54424	Burtscheid	Landkreis Bernkastel-Wittlich	Rheinland-Pfalz
21709	Burweg	Landkreis Stade	Niedersachsen
18528	Buschvitz	Landkreis Vorpommern-Rügen	Mecklenburg-Vorpommern
24866	Busdorf	Kreis Schleswig-Flensburg	Schleswig-Holstein
35418	Buseck	Landkreis Gießen	Hessen
66996	Busenberg	Landkreis Südwestpfalz	Rheinland-Pfalz
76891	Busenberg	Landkreis Südwestpfalz	Rheinland-Pfalz
57612	Busenhausen	Landkreis Altenkirchen	Rheinland-Pfalz
25719	Busenwurth	Kreis Dithmarschen	Schleswig-Holstein
78266	Büsingen am Hochrhein	Landkreis Konstanz	Baden-Württemberg
25761	Büsum	Kreis Dithmarschen	Schleswig-Holstein
25761	Büsumer Deichhausen	Kreis Dithmarschen	Schleswig-Holstein
26969	Butjadingen	Landkreis Wesermarsch	Niedersachsen
17209	Bütow	Landkreis Mecklenburgische Seenplatte	Mecklenburg-Vorpommern
25572	Büttel	Kreis Steinburg	Schleswig-Holstein
64572	Büttelborn	Kreis Groß-Gerau	Hessen
96155	Buttenheim	Landkreis Bamberg	Bayern
86647	Buttenwiesen	Landkreis Dillingen an der Donau	Bayern
97244	Bütthard	Landkreis Würzburg	Bayern
36419	Buttlar	Wartburgkreis	Thüringen
99628	Buttstädt	Landkreis Sömmerda	Thüringen
37359	Büttstedt	Landkreis Eichsfeld	Thüringen
35510	Butzbach	Wetteraukreis	Hessen
17392	Butzow	Landkreis Vorpommern-Greifswald	Mecklenburg-Vorpommern
18246	Bützow	Landkreis Rostock	Mecklenburg-Vorpommern
87740	Buxheim	Landkreis Unterallgäu	Bayern
85114	Buxheim	Landkreis Eichstätt	Bayern
21614	Buxtehude	Landkreis Stade	Niedersachsen
15913	Byhleguhre-Byhlen	Landkreis Dahme-Spreewald	Brandenburg
56237	Caan	Westerwaldkreis	Rheinland-Pfalz
07586	Caaschwitz	Landkreis Greiz	Thüringen
21781	Cadenberge	Landkreis Cuxhaven	Niedersachsen
90556	Cadolzburg	Landkreis Fürth	Bayern
03205	Calau	Landkreis Oberspreewald-Lausitz	Brandenburg
38547	Calberlah	Landkreis Gifhorn	Niedersachsen
39240	Calbe (Saale)	Salzlandkreis	Sachsen-Anhalt
34379	Calden	Landkreis Kassel	Hessen
67829	Callbach	Landkreis Bad Kreuznach	Rheinland-Pfalz
09337	Callenberg	Landkreis Zwickau	Sachsen
39359	Calvörde	Landkreis Börde	Sachsen-Anhalt
39638	Calvörde	Landkreis Börde	Sachsen-Anhalt
75365	Calw	Landkreis Calw	Baden-Württemberg
19067	Cambs	Landkreis Ludwigslust-Parchim	Mecklenburg-Vorpommern
18195	Cammin	Landkreis Rostock	Mecklenburg-Vorpommern
49692	Cappeln (Oldenburg)	Landkreis Cloppenburg	Niedersachsen
18233	Carinerland	Landkreis Rostock	Mecklenburg-Vorpommern
18236	Carinerland	Landkreis Rostock	Mecklenburg-Vorpommern
19217	Carlow	Landkreis Nordwestmecklenburg	Mecklenburg-Vorpommern
67316	Carlsberg	Landkreis Bad Dürkheim	Rheinland-Pfalz
17291	Carmzow-Wallmow	Landkreis Uckermark	Brandenburg
17237	Carpin	Landkreis Mecklenburgische Seenplatte	Mecklenburg-Vorpommern
16306	Casekow	Landkreis Uckermark	Brandenburg
97355	Castell	Landkreis Kitzingen	Bayern
44575	Castrop-Rauxel	Kreis Recklinghausen	Nordrhein-Westfalen
44577	Castrop-Rauxel	Kreis Recklinghausen	Nordrhein-Westfalen
44579	Castrop-Rauxel	Kreis Recklinghausen	Nordrhein-Westfalen
44581	Castrop-Rauxel	Kreis Recklinghausen	Nordrhein-Westfalen
04758	Cavertitz	Landkreis Nordsachsen	Sachsen
29221	Celle	Landkreis Celle	Niedersachsen
29223	Celle	Landkreis Celle	Niedersachsen
29225	Celle	Landkreis Celle	Niedersachsen
29227	Celle	Landkreis Celle	Niedersachsen
29229	Celle	Landkreis Celle	Niedersachsen
93413	Cham	Landkreis Cham	Bayern
93466	Chamerau	Landkreis Cham	Bayern
56379	Charlottenberg	Rhein-Lahn-Kreis	Rheinland-Pfalz
09111	Chemnitz		Sachsen
09112	Chemnitz		Sachsen
09113	Chemnitz		Sachsen
09114	Chemnitz		Sachsen
09116	Chemnitz		Sachsen
09117	Chemnitz		Sachsen
09119	Chemnitz		Sachsen
09120	Chemnitz		Sachsen
09122	Chemnitz		Sachsen
09123	Chemnitz		Sachsen
09125	Chemnitz		Sachsen
09126	Chemnitz		Sachsen
09127	Chemnitz		Sachsen
09128	Chemnitz		Sachsen
09130	Chemnitz		Sachsen
09131	Chemnitz		Sachsen
09224	Chemnitz		Sachsen
09228	Chemnitz		Sachsen
09247	Chemnitz		Sachsen
83339	Chieming	Landkreis Traunstein	Bayern
83209	Chiemsee	Landkreis Rosenheim	Bayern
83256	Chiemsee	Landkreis Rosenheim	Bayern
16230	Chorin	Landkreis Barnim	Brandenburg
98547	Christes	Landkreis Schmalkalden-Meiningen	Thüringen
24799	Christiansholm	Kreis Rendsburg-Eckernförde	Schleswig-Holstein
25593	Christinenthal	Kreis Steinburg	Schleswig-Holstein
66978	Clausen	Landkreis Südwestpfalz	Rheinland-Pfalz
09236	Claußnitz	Landkreis Mittelsachsen	Sachsen
38667	Clausthal-Zellerfeld	Landkreis Goslar	Niedersachsen
38678	Clausthal-Zellerfeld	Landkreis Goslar	Niedersachsen
38707	Clausthal-Zellerfeld	Landkreis Goslar	Niedersachsen
38709	Clausthal-Zellerfeld	Landkreis Goslar	Niedersachsen
74389	Cleebronn	Landkreis Heilbronn	Baden-Württemberg
29459	Clenze	Landkreis Lüchow-Dannenberg	Niedersachsen
99718	Clingen	Kyffhäuserkreis	Thüringen
49661	Cloppenburg	Landkreis Cloppenburg	Niedersachsen
96450	Coburg		Bayern
56812	Cochem	Landkreis Cochem-Zell	Rheinland-Pfalz
48653	Coesfeld	Kreis Coesfeld	Nordrhein-Westfalen
35091	Cölbe	Landkreis Marburg-Biedenkopf	Hessen
39326	Colbitz	Landkreis Börde	Sachsen-Anhalt
04680	Colditz	Landkreis Leipzig	Sachsen
97896	Collenberg	Landkreis Miltenberg	Bayern
97903	Collenberg	Landkreis Miltenberg	Bayern
91598	Colmberg	Landkreis Ansbach	Bayern
27243	Colnrade	Landkreis Oldenburg	Niedersachsen
17094	Cölpin	Landkreis Mecklenburgische Seenplatte	Mecklenburg-Vorpommern
66497	Contwig	Landkreis Südwestpfalz	Rheinland-Pfalz
31863	Coppenbrügge	Landkreis Hameln-Pyrmont	Niedersachsen
36219	Cornberg	Landkreis Hersfeld-Rotenburg	Hessen
01640	Coswig	Landkreis Meißen	Sachsen
06868	Coswig (Anhalt)	Landkreis Wittenberg	Sachsen-Anhalt
06869	Coswig (Anhalt)	Landkreis Wittenberg	Sachsen-Anhalt
03042	Cottbus - Chóśebuz		Brandenburg
03044	Cottbus - Chóśebuz		Brandenburg
03046	Cottbus - Chóśebuz		Brandenburg
03048	Cottbus - Chóśebuz		Brandenburg
03050	Cottbus - Chóśebuz		Brandenburg
03051	Cottbus - Chóśebuz		Brandenburg
03052	Cottbus - Chóśebuz		Brandenburg
03053	Cottbus - Chóśebuz		Brandenburg
03054	Cottbus - Chóśebuz		Brandenburg
03055	Cottbus - Chóśebuz		Brandenburg
74564	Crailsheim	Landkreis Schwäbisch Hall	Baden-Württemberg
74597	Crailsheim	Landkreis Schwäbisch Hall	Baden-Württemberg
65558	Cramberg	Rhein-Lahn-Kreis	Rheinland-Pfalz
38312	Cramme	Landkreis Wolfenbüttel	Niedersachsen
19071	Cramonshagen	Landkreis Nordwestmecklenburg	Mecklenburg-Vorpommern
97993	Creglingen	Main-Tauber-Kreis	Baden-Württemberg
38162	Cremlingen	Landkreis Wolfenbüttel	Niedersachsen
95473	Creußen	Landkreis Bayreuth	Bayern
07557	Crimla	Landkreis Greiz	Thüringen
08451	Crimmitschau	Landkreis Zwickau	Sachsen
03246	Crinitz	Landkreis Elbe-Elster	Brandenburg
08147	Crinitzberg	Landkreis Zwickau	Sachsen
19089	Crivitz	Landkreis Ludwigslust-Parchim	Mecklenburg-Vorpommern
67744	Cronenberg	Landkreis Kusel	Rheinland-Pfalz
07613	Crossen an der Elster	Saale-Holzland-Kreis	Thüringen
01920	Crostwitz - Chrósćicy	Landkreis Bautzen	Sachsen
09474	Crottendorf	Erzgebirgskreis	Sachsen
19322	Cumlosen	Landkreis Prignitz	Brandenburg
02733	Cunewalde	Landkreis Bautzen	Sachsen
98744	Cursdorf	Landkreis Saalfeld-Rudolstadt	Thüringen
27472	Cuxhaven	Landkreis Cuxhaven	Niedersachsen
27474	Cuxhaven	Landkreis Cuxhaven	Niedersachsen
27476	Cuxhaven	Landkreis Cuxhaven	Niedersachsen
27478	Cuxhaven	Landkreis Cuxhaven	Niedersachsen
57567	Daaden	Landkreis Altenkirchen	Rheinland-Pfalz
19406	Dabel	Landkreis Ludwigslust-Parchim	Mecklenburg-Vorpommern
16818	Dabergotz	Landkreis Ostprignitz-Ruppin	Brandenburg
17129	Daberkow	Landkreis Vorpommern-Greifswald	Mecklenburg-Vorpommern
85221	Dachau	Landkreis Dachau	Bayern
91462	Dachsbach	Landkreis Neustadt an der Aisch-Bad Windsheim	Bayern
79837	Dachsberg (Südschwarzwald)	Landkreis Waldshut	Baden-Württemberg
79875	Dachsberg (Südschwarzwald)	Landkreis Waldshut	Baden-Württemberg
56340	Dachsenhausen	Rhein-Lahn-Kreis	Rheinland-Pfalz
99100	Dachwig	Landkreis Gotha	Thüringen
67273	Dackenheim	Landkreis Bad Dürkheim	Rheinland-Pfalz
54649	Dackscheid	Eifelkreis Bitburg-Prüm	Rheinland-Pfalz
25899	Dagebüll	Kreis Nordfriesland	Schleswig-Holstein
25578	Dägeling	Kreis Steinburg	Schleswig-Holstein
53949	Dahlem	Kreis Euskirchen	Nordrhein-Westfalen
54636	Dahlem	Eifelkreis Bitburg-Prüm	Rheinland-Pfalz
21368	Dahlem	Landkreis Lüneburg	Niedersachsen
04774	Dahlen	Landkreis Nordsachsen	Sachsen
21368	Dahlenburg	Landkreis Lüneburg	Niedersachsen
56348	Dahlheim	Rhein-Lahn-Kreis	Rheinland-Pfalz
38170	Dahlum	Landkreis Wolfenbüttel	Niedersachsen
23747	Dahme	Kreis Ostholstein	Schleswig-Holstein
15936	Dahme/Mark	Landkreis Teltow-Fläming	Brandenburg
17166	Dahmen	Landkreis Rostock	Mecklenburg-Vorpommern
15936	Dahmetal	Landkreis Teltow-Fläming	Brandenburg
22946	Dahmker	Kreis Herzogtum Lauenburg	Schleswig-Holstein
66994	Dahn	Landkreis Südwestpfalz	Rheinland-Pfalz
54689	Dahnen	Eifelkreis Bitburg-Prüm	Rheinland-Pfalz
29413	Dähre	Altmarkkreis Salzwedel	Sachsen-Anhalt
88718	Daisendorf	Bodenseekreis	Baden-Württemberg
86653	Daiting	Landkreis Donau-Ries	Bayern
55595	Dalberg	Landkreis Bad Kreuznach	Rheinland-Pfalz
19071	Dalberg-Wendelstorf	Landkreis Nordwestmecklenburg	Mecklenburg-Vorpommern
24635	Daldorf	Kreis Segeberg	Schleswig-Holstein
54689	Daleiden	Eifelkreis Bitburg-Prüm	Rheinland-Pfalz
55278	Dalheim	Landkreis Mainz-Bingen	Rheinland-Pfalz
17166	Dalkendorf	Landkreis Rostock	Mecklenburg-Vorpommern
21483	Dalldorf	Kreis Herzogtum Lauenburg	Schleswig-Holstein
14624	Dallgow-Döberitz	Landkreis Havelland	Brandenburg
55765	Dambach	Landkreis Birkenfeld	Rheinland-Pfalz
19357	Dambeck	Landkreis Ludwigslust-Parchim	Mecklenburg-Vorpommern
24361	Damendorf	Kreis Rendsburg-Eckernförde	Schleswig-Holstein
54413	Damflos	Landkreis Trier-Saarburg	Rheinland-Pfalz
23738	Damlos	Kreis Ostholstein	Schleswig-Holstein
63874	Dammbach	Landkreis Aschaffenburg	Bayern
49401	Damme	Landkreis Vechta	Niedersachsen
25554	Dammfleth	Kreis Steinburg	Schleswig-Holstein
25573	Dammfleth	Kreis Steinburg	Schleswig-Holstein
29472	Damnatz	Landkreis Lüchow-Dannenberg	Niedersachsen
24351	Damp	Kreis Rendsburg-Eckernförde	Schleswig-Holstein
55432	Damscheid	Rhein-Hunsrück-Kreis	Rheinland-Pfalz
23824	Damsdorf	Kreis Segeberg	Schleswig-Holstein
23936	Damshagen	Landkreis Nordwestmecklenburg	Mecklenburg-Vorpommern
23948	Damshagen	Landkreis Nordwestmecklenburg	Mecklenburg-Vorpommern
24229	Dänischenhagen	Kreis Rendsburg-Eckernförde	Schleswig-Holstein
53520	Dankerath	Landkreis Ahrweiler	Rheinland-Pfalz
24329	Dannau	Kreis Plön	Schleswig-Holstein
38461	Danndorf	Landkreis Helmstedt	Niedersachsen
29451	Dannenberg	Landkreis Lüchow-Dannenberg	Niedersachsen
67814	Dannenfels	Donnersbergkreis	Rheinland-Pfalz
24867	Dannewerk	Kreis Schleswig-Flensburg	Schleswig-Holstein
67125	Dannstadt-Schauernheim	Rhein-Pfalz-Kreis	Rheinland-Pfalz
17498	Dargelin	Landkreis Vorpommern-Greifswald	Mecklenburg-Vorpommern
17419	Dargen	Landkreis Vorpommern-Greifswald	Mecklenburg-Vorpommern
17429	Dargen	Landkreis Vorpommern-Greifswald	Mecklenburg-Vorpommern
17159	Dargun	Landkreis Mecklenburgische Seenplatte	Mecklenburg-Vorpommern
64283	Darmstadt		Hessen
64285	Darmstadt		Hessen
64287	Darmstadt		Hessen
64289	Darmstadt		Hessen
64291	Darmstadt		Hessen
64293	Darmstadt		Hessen
64295	Darmstadt		Hessen
64297	Darmstadt		Hessen
54552	Darscheid	Landkreis Vulkaneifel	Rheinland-Pfalz
76848	Darstein	Landkreis Südwestpfalz	Rheinland-Pfalz
54689	Dasburg	Eifelkreis Bitburg-Prüm	Rheinland-Pfalz
86453	Dasing	Landkreis Aichach-Friedberg	Bayern
37586	Dassel	Landkreis Northeim	Niedersachsen
21521	Dassendorf	Kreis Herzogtum Lauenburg	Schleswig-Holstein
23942	Dassow	Landkreis Nordwestmecklenburg	Mecklenburg-Vorpommern
24589	Dätgen	Kreis Rendsburg-Eckernförde	Schleswig-Holstein
45711	Datteln	Kreis Recklinghausen	Nordrhein-Westfalen
53547	Dattenberg	Landkreis Neuwied	Rheinland-Pfalz
56589	Datzeroth	Landkreis Neuwied	Rheinland-Pfalz
17099	Datzetal	Landkreis Mecklenburgische Seenplatte	Mecklenburg-Vorpommern
56412	Daubach	Westerwaldkreis	Rheinland-Pfalz
55566	Daubach	Landkreis Bad Kreuznach	Rheinland-Pfalz
78083	Dauchingen	Schwarzwald-Baar-Kreis	Baden-Württemberg
54550	Daun	Landkreis Vulkaneifel	Rheinland-Pfalz
56132	Dausenau	Rhein-Lahn-Kreis	Rheinland-Pfalz
72356	Dautmergen	Zollernalbkreis	Baden-Württemberg
35232	Dautphetal	Landkreis Marburg-Biedenkopf	Hessen
54673	Dauwelshausen	Eifelkreis Bitburg-Prüm	Rheinland-Pfalz
55442	Daxweiler	Landkreis Bad Kreuznach	Rheinland-Pfalz
19217	Dechow	Landkreis Nordwestmecklenburg	Mecklenburg-Vorpommern
75392	Deckenpfronn	Landkreis Böblingen	Baden-Württemberg
29386	Dedelstorf	Landkreis Gifhorn	Niedersachsen
53426	Dedenbach	Landkreis Ahrweiler	Rheinland-Pfalz
37627	Deensen	Landkreis Holzminden	Niedersachsen
98744	Deesbach	Landkreis Saalfeld-Rudolstadt	Thüringen
56237	Deesen	Westerwaldkreis	Rheinland-Pfalz
94469	Deggendorf	Landkreis Deggendorf	Bayern
88693	Deggenhausertal	Bodenseekreis	Baden-Württemberg
73312	Deggingen	Landkreis Göppingen	Baden-Württemberg
73326	Deggingen	Landkreis Göppingen	Baden-Württemberg
67146	Deidesheim	Landkreis Bad Dürkheim	Rheinland-Pfalz
67157	Deidesheim	Landkreis Bad Dürkheim	Rheinland-Pfalz
67435	Deidesheim	Landkreis Bad Dürkheim	Rheinland-Pfalz
67466	Deidesheim	Landkreis Bad Dürkheim	Rheinland-Pfalz
78586	Deilingen	Landkreis Tuttlingen	Baden-Württemberg
67742	Deimberg	Landkreis Kusel	Rheinland-Pfalz
92364	Deining	Landkreis Neumarkt in der Oberpfalz	Bayern
86738	Deiningen	Landkreis Donau-Ries	Bayern
21717	Deinste	Landkreis Stade	Niedersachsen
27446	Deinstedt	Landkreis Rotenburg (Wümme)	Niedersachsen
86489	Deisenhausen	Landkreis Günzburg	Bayern
78652	Deißlingen	Landkreis Rottweil	Baden-Württemberg
73779	Deizisau	Landkreis Esslingen	Baden-Württemberg
33129	Delbrück	Kreis Paderborn	Nordrhein-Westfalen
22941	Delingsdorf	Kreis Stormarn	Schleswig-Holstein
04509	Delitzsch	Landkreis Nordsachsen	Sachsen
66503	Dellfeld	Landkreis Südwestpfalz	Rheinland-Pfalz
31073	Delligsen	Landkreis Holzminden	Niedersachsen
25786	Dellstedt	Kreis Dithmarschen	Schleswig-Holstein
27749	Delmenhorst		Niedersachsen
27751	Delmenhorst		Niedersachsen
27753	Delmenhorst		Niedersachsen
27755	Delmenhorst		Niedersachsen
25788	Delve	Kreis Dithmarschen	Schleswig-Holstein
19089	Demen	Landkreis Ludwigslust-Parchim	Mecklenburg-Vorpommern
54552	Demerath	Landkreis Vulkaneifel	Rheinland-Pfalz
01877	Demitz-Thumitz	Landkreis Bautzen	Sachsen
17109	Demmin	Landkreis Mecklenburgische Seenplatte	Mecklenburg-Vorpommern
85095	Denkendorf	Landkreis Eichstätt	Bayern
73770	Denkendorf	Landkreis Esslingen	Baden-Württemberg
78554	Denkingen	Landkreis Tuttlingen	Baden-Württemberg
78588	Denkingen	Landkreis Tuttlingen	Baden-Württemberg
86920	Denklingen	Landkreis Landsberg am Lech	Bayern
38321	Denkte	Landkreis Wolfenbüttel	Niedersachsen
08393	Dennheritz	Landkreis Zwickau	Sachsen
66871	Dennweiler-Frohnbach	Landkreis Kusel	Rheinland-Pfalz
54570	Densborn	Landkreis Vulkaneifel	Rheinland-Pfalz
91599	Dentlein am Forst	Landkreis Ansbach	Bayern
79211	Denzlingen	Landkreis Emmendingen	Baden-Württemberg
37691	Derental	Landkreis Holzminden	Niedersachsen
36466	Dermbach	Wartburgkreis	Thüringen
53507	Dernau	Landkreis Ahrweiler	Rheinland-Pfalz
56307	Dernbach	Landkreis Neuwied	Rheinland-Pfalz
76857	Dernbach	Landkreis Südliche Weinstraße	Rheinland-Pfalz
56428	Dernbach (Westerwald)	Westerwaldkreis	Rheinland-Pfalz
24326	Dersau	Kreis Plön	Schleswig-Holstein
57520	Derschen	Landkreis Altenkirchen	Rheinland-Pfalz
17498	Dersekow	Landkreis Vorpommern-Greifswald	Mecklenburg-Vorpommern
19260	Dersenow	Landkreis Ludwigslust-Parchim	Mecklenburg-Vorpommern
26906	Dersum	Landkreis Emsland	Niedersachsen
55592	Desloch	Landkreis Bad Kreuznach	Rheinland-Pfalz
06842	Dessau-Roßlau		Sachsen-Anhalt
06844	Dessau-Roßlau		Sachsen-Anhalt
06846	Dessau-Roßlau		Sachsen-Anhalt
06847	Dessau-Roßlau		Sachsen-Anhalt
06849	Dessau-Roßlau		Sachsen-Anhalt
06861	Dessau-Roßlau		Sachsen-Anhalt
06862	Dessau-Roßlau		Sachsen-Anhalt
56357	Dessighofen	Rhein-Lahn-Kreis	Rheinland-Pfalz
26847	Detern	Landkreis Leer	Niedersachsen
32756	Detmold	Kreis Lippe	Nordrhein-Westfalen
32758	Detmold	Kreis Lippe	Nordrhein-Westfalen
32760	Detmold	Kreis Lippe	Nordrhein-Westfalen
97337	Dettelbach	Landkreis Kitzingen	Bayern
72135	Dettenhausen	Landkreis Tübingen	Baden-Württemberg
76706	Dettenheim	Landkreis Karlsruhe	Baden-Württemberg
79802	Dettighofen	Landkreis Waldshut	Baden-Württemberg
72581	Dettingen an der Erms	Landkreis Reutlingen	Baden-Württemberg
88451	Dettingen an der Iller	Landkreis Biberach	Baden-Württemberg
73265	Dettingen unter Teck	Landkreis Esslingen	Baden-Württemberg
18334	Dettmannsdorf	Landkreis Vorpommern-Rügen	Mecklenburg-Vorpommern
38173	Dettum	Landkreis Wolfenbüttel	Niedersachsen
54340	Detzem	Landkreis Trier-Saarburg	Rheinland-Pfalz
54570	Deudesfeld	Landkreis Vulkaneifel	Rheinland-Pfalz
93180	Deuerling	Landkreis Regensburg	Bayern
54411	Deuselbach	Landkreis Bernkastel-Wittlich	Rheinland-Pfalz
21407	Deutsch Evern	Landkreis Lüneburg	Niedersachsen
09548	Deutschneudorf	Erzgebirgskreis	Sachsen
55278	Dexheim	Landkreis Mainz-Bingen	Rheinland-Pfalz
18513	Deyelsdorf	Landkreis Vorpommern-Rügen	Mecklenburg-Vorpommern
54426	Dhronecken	Landkreis Bernkastel-Wittlich	Rheinland-Pfalz
55494	Dichtelbach	Rhein-Hunsrück-Kreis	Rheinland-Pfalz
49453	Dickel	Landkreis Diepholz	Niedersachsen
57520	Dickendorf	Landkreis Altenkirchen	Rheinland-Pfalz
55483	Dickenschied	Rhein-Hunsrück-Kreis	Rheinland-Pfalz
55758	Dickesbach	Landkreis Birkenfeld	Rheinland-Pfalz
38530	Didderse	Landkreis Gifhorn	Niedersachsen
91583	Diebach	Landkreis Ansbach	Bayern
56332	Dieblich	Landkreis Mayen-Koblenz	Rheinland-Pfalz
64807	Dieburg	Landkreis Darmstadt-Dieburg	Hessen
86420	Diedorf	Landkreis Augsburg	Bayern
54538	Diefenbach	Landkreis Bernkastel-Wittlich	Rheinland-Pfalz
31199	Diekholzen	Landkreis Hildesheim	Niedersachsen
25709	Diekhusen-Fahrstedt	Kreis Dithmarschen	Schleswig-Holstein
69234	Dielheim	Rhein-Neckar-Kreis	Baden-Württemberg
67811	Dielkirchen	Donnersbergkreis	Rheinland-Pfalz
37633	Dielmissen	Landkreis Holzminden	Niedersachsen
34519	Diemelsee	Landkreis Waldeck-Frankenberg	Hessen
34474	Diemelstadt	Landkreis Waldeck-Frankenberg	Hessen
56379	Dienethal	Rhein-Lahn-Kreis	Rheinland-Pfalz
55276	Dienheim	Landkreis Mainz-Bingen	Rheinland-Pfalz
15864	Diensdorf-Radlow	Landkreis Oder-Spree	Brandenburg
55765	Dienstweiler	Landkreis Birkenfeld	Rheinland-Pfalz
31603	Diepenau	Landkreis Nienburg/Weser	Niedersachsen
49356	Diepholz	Landkreis Diepholz	Niedersachsen
01665	Diera-Zehren	Landkreis Meißen	Sachsen
76889	Dierbach	Landkreis Südliche Weinstraße	Rheinland-Pfalz
56269	Dierdorf	Landkreis Neuwied	Rheinland-Pfalz
54533	Dierfeld	Landkreis Bernkastel-Wittlich	Rheinland-Pfalz
18347	Dierhagen	Landkreis Vorpommern-Rügen	Mecklenburg-Vorpommern
54523	Dierscheid	Landkreis Bernkastel-Wittlich	Rheinland-Pfalz
29413	Diesdorf	Altmarkkreis Salzwedel	Sachsen-Anhalt
91456	Diespeck	Landkreis Neustadt an der Aisch-Bad Windsheim	Bayern
86911	Dießen am Ammersee	Landkreis Landsberg am Lech	Bayern
89165	Dietenheim	Alb-Donau-Kreis	Baden-Württemberg
90599	Dietenhofen	Landkreis Ansbach	Bayern
37318	Dieterode	Landkreis Eichsfeld	Thüringen
84378	Dietersburg	Landkreis Rottal-Inn	Bayern
91463	Dietersheim	Landkreis Neustadt an der Aisch-Bad Windsheim	Bayern
92542	Dieterskirchen	Landkreis Schwandorf	Bayern
92345	Dietfurt an der Altmühl	Landkreis Neumarkt in der Oberpfalz	Bayern
56355	Diethardt	Rhein-Lahn-Kreis	Rheinland-Pfalz
78661	Dietingen	Landkreis Rottweil	Baden-Württemberg
87463	Dietmannsried	Landkreis Oberallgäu	Bayern
83623	Dietramszell	Landkreis Bad Tölz-Wolfratshausen	Bayern
66484	Dietrichingen	Landkreis Südwestpfalz	Rheinland-Pfalz
63128	Dietzenbach	Landkreis Offenbach	Hessen
37318	Dietzenrode/Vatterode	Landkreis Eichsfeld	Thüringen
